Created Date,Complaint Type,Incident Zip
09/15/2013 06:26:00 PM,Dirty Conditions,11203
09/15/2013 05:03:47 PM,Noise - Vehicle,10457
09/15/2013 04:53:00 PM,Dirty Conditions,10461
09/15/2013 04:43:21 PM,Elevator,10461
09/15/2013 04:14:00 PM,Noise,11203
09/15/2013 04:08:37 PM,Drinking,10451
09/15/2013 04:07:30 PM,Street Condition,10461
09/15/2013 03:54:18 PM,Illegal Tree Damage,10451
09/15/2013 03:51:58 PM,Dead Tree,11203
09/15/2013 03:37:00 PM,Sanitation Condition,10467
09/15/2013 02:49:35 PM,General Construction/Plumbing,10467
09/15/2013 02:43:20 PM,Illegal Parking,10461
09/15/2013 02:25:50 PM,Blocked Driveway,11203
09/15/2013 02:21:00 PM,Missed Collection (All Materials),10461
09/15/2013 02:14:36 PM,Noise - Street/Sidewalk,10451
09/15/2013 02:05:17 PM,Elevator,10461
09/15/2013 01:24:11 PM,Blocked Driveway,10461
09/15/2013 01:00:44 PM,Blocked Driveway,10461
09/15/2013 12:26:43 PM,Noise - Vehicle,10461
09/15/2013 12:10:00 PM,Consumer Complaint,10451
09/15/2013 11:39:00 AM,Street Light Condition,10461
09/15/2013 11:36:35 AM,Root/Sewer/Sidewalk Condition,11203
09/15/2013 11:23:26 AM,Blocked Driveway,10467
09/15/2013 11:13:41 AM,Noise - Commercial,11203
09/15/2013 11:04:27 AM,Blocked Driveway,11203
09/15/2013 11:00:00 AM,Water System,11203
09/15/2013 09:54:22 AM,Consumer Complaint,11203
09/15/2013 08:53:00 AM,Noise,10461
09/15/2013 08:22:52 AM,Illegal Parking,10461
09/15/2013 08:07:07 AM,Blocked Driveway,10467
09/15/2013 07:35:00 AM,Water System,10467
09/15/2013 04:24:56 AM,Noise - Commercial,10461
09/15/2013 12:46:06 AM,Noise - Street/Sidewalk,10451
09/15/2013 12:41:31 AM,Blocked Driveway,10457
09/15/2013 12:33:33 AM,Elevator,10457
09/15/2013 12:29:03 AM,Blocked Driveway,10461
09/15/2013 12:18:03 AM,Building/Use,10451
09/15/2013 12:00:00 AM,HEATING,10467
09/15/2013 12:00:00 AM,HEATING,10457
09/15/2013 12:00:00 AM,NONCONST,11203
09/15/2013 12:00:00 AM,HEATING,11203
09/15/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/15/2013 12:00:00 AM,HEATING,10467
09/15/2013 12:00:00 AM,PLUMBING,10457
09/15/2013 12:00:00 AM,NONCONST,11203
09/15/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/15/2013 12:00:00 AM,PLUMBING,10457
09/15/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/15/2013 12:00:00 AM,NONCONST,11203
09/15/2013 12:00:00 AM,PLUMBING,10467
09/15/2013 12:00:00 AM,NONCONST,11203
09/15/2013 12:00:00 AM,PAINT - PLASTER,11203
09/15/2013 12:00:00 AM,HEATING,10467
09/15/2013 12:00:00 AM,HEATING,10467
09/15/2013 12:00:00 AM,NONCONST,10467
09/15/2013 12:00:00 AM,PLUMBING,10457
09/15/2013 12:00:00 AM,HEATING,11203
09/15/2013 12:00:00 AM,HEATING,10467
09/14/2013 11:55:24 PM,Blocked Driveway,10467
09/14/2013 10:59:04 PM,Illegal Parking,10467
09/14/2013 10:55:42 PM,Noise - Street/Sidewalk,11203
09/14/2013 10:38:16 PM,Blocked Driveway,10461
09/14/2013 10:32:06 PM,Blocked Driveway,10461
09/14/2013 08:55:20 PM,Blocked Driveway,10467
09/14/2013 08:53:00 PM,Noise,10461
09/14/2013 08:30:00 PM,Derelict Vehicles,11203
09/14/2013 08:26:00 PM,Dirty Conditions,11203
09/14/2013 08:20:18 PM,Noise - Vehicle,10457
09/14/2013 06:39:00 PM,Water System,10467
09/14/2013 06:18:42 PM,Derelict Vehicle,10461
09/14/2013 06:15:00 PM,Street Light Condition,10461
09/14/2013 06:05:39 PM,Noise - Vehicle,11203
09/14/2013 06:05:00 PM,Blocked Driveway,11203
09/14/2013 05:56:50 PM,Bike/Roller/Skate Chronic,10457
09/14/2013 05:06:34 PM,Noise - Vehicle,10451
09/14/2013 04:51:00 PM,Water System,10467
09/14/2013 04:34:00 PM,Dirty Conditions,10461
09/14/2013 04:28:00 PM,Dirty Conditions,10461
09/14/2013 04:23:08 PM,Blocked Driveway,11203
09/14/2013 03:37:00 PM,Water System,10467
09/14/2013 03:35:00 PM,Sanitation Condition,11203
09/14/2013 03:19:19 PM,General Construction/Plumbing,10461
09/14/2013 03:19:19 PM,Elevator,10461
09/14/2013 02:58:31 PM,General Construction/Plumbing,10451
09/14/2013 02:58:27 PM,Blocked Driveway,10467
09/14/2013 02:41:28 PM,Food Establishment,10457
09/14/2013 02:40:30 PM,Elevator,10461
09/14/2013 02:35:04 PM,Elevator,10461
09/14/2013 02:34:11 PM,Blocked Driveway,11203
09/14/2013 02:06:08 PM,Street Condition,10457
09/14/2013 01:39:02 PM,Damaged Tree,10457
09/14/2013 01:39:00 PM,Noise - Vehicle,10457
09/14/2013 01:33:21 PM,Food Poisoning,10451
09/14/2013 01:17:00 PM,Missed Collection (All Materials),11203
09/14/2013 12:31:54 PM,Damaged Tree,10461
09/14/2013 12:21:03 PM,Consumer Complaint,11203
09/14/2013 12:10:35 PM,Blocked Driveway,10457
09/14/2013 11:05:13 AM,Blocked Driveway,10461
09/14/2013 11:03:00 AM,Water System,10457
09/14/2013 10:38:00 AM,Dirty Conditions,10457
09/14/2013 10:37:00 AM,Dirty Conditions,10457
09/14/2013 09:10:00 AM,Water System,11203
09/14/2013 08:45:00 AM,Traffic Signal Condition,10467
09/14/2013 08:25:00 AM,Noise,10461
09/14/2013 08:23:00 AM,Noise,10461
09/14/2013 08:16:53 AM,Noise - Commercial,11203
09/14/2013 08:13:02 AM,Damaged Tree,10461
09/14/2013 07:39:02 AM,Blocked Driveway,11203
09/14/2013 02:10:37 AM,Noise - Street/Sidewalk,10451
09/14/2013 02:10:11 AM,Noise - Commercial,10461
09/14/2013 02:06:19 AM,Drinking,10461
09/14/2013 01:54:16 AM,Noise - Street/Sidewalk,10451
09/14/2013 01:38:00 AM,Sanitation Condition,10457
09/14/2013 01:28:19 AM,Noise - Street/Sidewalk,10451
09/14/2013 01:13:42 AM,Noise - Street/Sidewalk,10451
09/14/2013 12:20:36 AM,Noise - Street/Sidewalk,10467
09/14/2013 12:00:00 AM,Rodent,10457
09/14/2013 12:00:00 AM,NONCONST,10467
09/14/2013 12:00:00 AM,HEATING,10457
09/14/2013 12:00:00 AM,PAINT - PLASTER,10457
09/14/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/14/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/14/2013 12:00:00 AM,PLUMBING,10467
09/14/2013 12:00:00 AM,HEATING,10467
09/14/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/14/2013 12:00:00 AM,PLUMBING,10451
09/14/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/14/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/14/2013 12:00:00 AM,HEATING,10457
09/14/2013 12:00:00 AM,NONCONST,10467
09/14/2013 12:00:00 AM,PLUMBING,10457
09/14/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/14/2013 12:00:00 AM,NONCONST,10451
09/14/2013 12:00:00 AM,ELECTRIC,10467
09/14/2013 12:00:00 AM,NONCONST,10451
09/14/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/14/2013 12:00:00 AM,NONCONST,10451
09/14/2013 12:00:00 AM,NONCONST,10467
09/14/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/14/2013 12:00:00 AM,ELECTRIC,10467
09/14/2013 12:00:00 AM,PAINT - PLASTER,10457
09/14/2013 12:00:00 AM,NONCONST,10467
09/14/2013 12:00:00 AM,HEATING,10467
09/14/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/14/2013 12:00:00 AM,PLUMBING,10467
09/13/2013 11:43:00 PM,Derelict Vehicles,11203
09/13/2013 11:38:31 PM,Noise - Street/Sidewalk,10467
09/13/2013 11:15:41 PM,Noise - Street/Sidewalk,10451
09/13/2013 11:02:35 PM,Noise - Street/Sidewalk,10451
09/13/2013 10:52:06 PM,Noise - Street/Sidewalk,10467
09/13/2013 10:47:53 PM,Noise - Commercial,10451
09/13/2013 10:37:00 PM,Air Quality,10457
09/13/2013 09:36:00 PM,Street Light Condition,10461
09/13/2013 09:34:18 PM,Noise - Street/Sidewalk,10467
09/13/2013 09:34:00 PM,Street Light Condition,10461
09/13/2013 09:30:29 PM,Noise - Street/Sidewalk,10451
09/13/2013 09:05:35 PM,Noise - Commercial,11203
09/13/2013 08:30:00 PM,Litter Basket / Request,10457
09/13/2013 08:28:00 PM,Sanitation Condition,10457
09/13/2013 07:30:00 PM,Noise,10467
09/13/2013 07:15:50 PM,Indoor Air Quality,10467
09/13/2013 06:09:58 PM,Blocked Driveway,10461
09/13/2013 06:05:12 PM,General Construction/Plumbing,10467
09/13/2013 06:02:00 PM,Water Quality,10461
09/13/2013 05:57:00 PM,Lead,10461
09/13/2013 05:54:17 PM,Noise - Street/Sidewalk,10451
09/13/2013 05:35:11 PM,Blocked Driveway,11203
09/13/2013 05:30:48 PM,Elevator,10461
09/13/2013 04:57:46 PM,Street Condition,10451
09/13/2013 04:29:25 PM,Animal Abuse,10451
09/13/2013 04:21:13 PM,Noise - Vehicle,10457
09/13/2013 04:19:57 PM,Consumer Complaint,11203
09/13/2013 04:10:49 PM,Derelict Vehicle,10451
09/13/2013 04:07:00 PM,Derelict Bicycle,11203
09/13/2013 03:44:43 PM,SCRIE,10457
09/13/2013 03:34:00 PM,Sanitation Condition,11203
09/13/2013 03:01:00 PM,Sewer,11203
09/13/2013 02:55:02 PM,Damaged Tree,10461
09/13/2013 02:53:26 PM,Sidewalk Condition,11203
09/13/2013 02:31:42 PM,Root/Sewer/Sidewalk Condition,10461
09/13/2013 02:30:43 PM,Dead Tree,10461
09/13/2013 02:21:00 PM,Sewer,10451
09/13/2013 02:09:00 PM,Asbestos,10467
09/13/2013 02:01:00 PM,Sanitation Condition,10457
09/13/2013 01:46:51 PM,Graffiti,10461
09/13/2013 01:39:06 PM,BEST/Site Safety,10451
09/13/2013 01:29:16 PM,Illegal Parking,10457
09/13/2013 01:28:00 PM,Sewer,10457
09/13/2013 01:20:36 PM,Illegal Parking,11203
09/13/2013 12:55:55 PM,Overgrown Tree/Branches,10461
09/13/2013 12:47:09 PM,Damaged Tree,10461
09/13/2013 12:25:23 PM,Noise - Commercial,11203
09/13/2013 12:06:49 PM,Illegal Parking,11203
09/13/2013 12:03:00 PM,Sewer,11203
09/13/2013 11:59:00 AM,Sewer,11203
09/13/2013 11:58:00 AM,Sewer,10461
09/13/2013 11:33:34 AM,Illegal Parking,11203
09/13/2013 11:26:28 AM,Special Enforcement,10467
09/13/2013 11:26:12 AM,Special Enforcement,10467
09/13/2013 11:25:10 AM,Special Enforcement,10467
09/13/2013 11:24:00 AM,Dirty Conditions,10457
09/13/2013 11:07:59 AM,Street Condition,11203
09/13/2013 11:02:14 AM,General Construction/Plumbing,10457
09/13/2013 10:56:55 AM,General Construction/Plumbing,10457
09/13/2013 10:43:00 AM,Missed Collection (All Materials),11203
09/13/2013 10:40:00 AM,Sweeping/Missed-Inadequate,11203
09/13/2013 10:18:34 AM,Illegal Parking,11203
09/13/2013 10:12:00 AM,Water System,10457
09/13/2013 10:11:16 AM,Dead Tree,11203
09/13/2013 10:10:00 AM,Dirty Conditions,10461
09/13/2013 10:01:55 AM,Street Condition,10467
09/13/2013 09:59:30 AM,Street Condition,10467
09/13/2013 09:51:46 AM,Street Condition,10457
09/13/2013 09:51:10 AM,Street Condition,10457
09/13/2013 09:50:14 AM,Street Condition,10457
09/13/2013 09:21:00 AM,Street Light Condition,10467
09/13/2013 09:07:33 AM,General Construction/Plumbing,10467
09/13/2013 09:03:05 AM,Damaged Tree,11203
09/13/2013 08:42:40 AM,Broken Muni Meter,10451
09/13/2013 08:40:21 AM,Illegal Parking,10451
09/13/2013 08:25:00 AM,Missed Collection (All Materials),11203
09/13/2013 08:10:55 AM,Damaged Tree,10467
09/13/2013 06:55:12 AM,Illegal Parking,10467
09/13/2013 02:08:00 AM,Traffic Signal Condition,10461
09/13/2013 01:51:31 AM,Noise - Street/Sidewalk,10451
09/13/2013 01:09:00 AM,Traffic Signal Condition,10467
09/13/2013 12:24:10 AM,Animal Abuse,10461
09/13/2013 12:18:14 AM,Noise - Street/Sidewalk,10457
09/13/2013 12:18:00 AM,Sanitation Condition,10461
09/13/2013 12:00:00 AM,ELECTRIC,10457
09/13/2013 12:00:00 AM,NONCONST,10467
09/13/2013 12:00:00 AM,PLUMBING,11203
09/13/2013 12:00:00 AM,PAINT - PLASTER,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/13/2013 12:00:00 AM,APPLIANCE,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/13/2013 12:00:00 AM,PLUMBING,10457
09/13/2013 12:00:00 AM,PLUMBING,11203
09/13/2013 12:00:00 AM,PLUMBING,10457
09/13/2013 12:00:00 AM,PAINT - PLASTER,10467
09/13/2013 12:00:00 AM,ELECTRIC,10457
09/13/2013 12:00:00 AM,PAINT - PLASTER,10457
09/13/2013 12:00:00 AM,HEATING,10451
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/13/2013 12:00:00 AM,PLUMBING,10467
09/13/2013 12:00:00 AM,Rodent,11203
09/13/2013 12:00:00 AM,PLUMBING,10467
09/13/2013 12:00:00 AM,PLUMBING,10457
09/13/2013 12:00:00 AM,PAINT - PLASTER,10457
09/13/2013 12:00:00 AM,HEATING,10467
09/13/2013 12:00:00 AM,PLUMBING,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/13/2013 12:00:00 AM,PAINT - PLASTER,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/13/2013 12:00:00 AM,NONCONST,10451
09/13/2013 12:00:00 AM,NONCONST,10467
09/13/2013 12:00:00 AM,PLUMBING,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/13/2013 12:00:00 AM,PAINT - PLASTER,10467
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/13/2013 12:00:00 AM,ELECTRIC,10457
09/13/2013 12:00:00 AM,PLUMBING,11203
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/13/2013 12:00:00 AM,PAINT - PLASTER,10467
09/13/2013 12:00:00 AM,PLUMBING,11203
09/13/2013 12:00:00 AM,Rodent,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/13/2013 12:00:00 AM,NONCONST,10467
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/13/2013 12:00:00 AM,ELECTRIC,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/13/2013 12:00:00 AM,NONCONST,10467
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10451
09/13/2013 12:00:00 AM,PAINT - PLASTER,10467
09/13/2013 12:00:00 AM,PLUMBING,10467
09/13/2013 12:00:00 AM,HEATING,10451
09/13/2013 12:00:00 AM,PLUMBING,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/13/2013 12:00:00 AM,PLUMBING,11203
09/13/2013 12:00:00 AM,PLUMBING,10467
09/13/2013 12:00:00 AM,PAINT - PLASTER,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/13/2013 12:00:00 AM,NONCONST,10467
09/13/2013 12:00:00 AM,PLUMBING,11203
09/13/2013 12:00:00 AM,HEATING,10461
09/13/2013 12:00:00 AM,PAINT - PLASTER,11203
09/13/2013 12:00:00 AM,NONCONST,10457
09/13/2013 12:00:00 AM,PLUMBING,11203
09/13/2013 12:00:00 AM,PAINT - PLASTER,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10451
09/13/2013 12:00:00 AM,NONCONST,11203
09/13/2013 12:00:00 AM,NONCONST,10467
09/13/2013 12:00:00 AM,Rodent,10457
09/13/2013 12:00:00 AM,HEATING,10457
09/13/2013 12:00:00 AM,PAINT - PLASTER,11203
09/13/2013 12:00:00 AM,HEATING,10457
09/13/2013 12:00:00 AM,HEATING,10457
09/13/2013 12:00:00 AM,PLUMBING,11203
09/13/2013 12:00:00 AM,PAINT - PLASTER,10467
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/13/2013 12:00:00 AM,ELECTRIC,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/13/2013 12:00:00 AM,NONCONST,10467
09/13/2013 12:00:00 AM,NONCONST,10467
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/13/2013 12:00:00 AM,PAINT - PLASTER,10467
09/13/2013 12:00:00 AM,PLUMBING,10451
09/13/2013 12:00:00 AM,HEATING,10451
09/13/2013 12:00:00 AM,PLUMBING,11203
09/13/2013 12:00:00 AM,NONCONST,10457
09/13/2013 12:00:00 AM,PLUMBING,10457
09/13/2013 12:00:00 AM,PLUMBING,10467
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/13/2013 12:00:00 AM,PLUMBING,10467
09/13/2013 12:00:00 AM,ELECTRIC,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/13/2013 12:00:00 AM,NONCONST,10467
09/13/2013 12:00:00 AM,NONCONST,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/13/2013 12:00:00 AM,PAINT - PLASTER,11203
09/13/2013 12:00:00 AM,PAINT - PLASTER,10457
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/13/2013 12:00:00 AM,NONCONST,10467
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/13/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/13/2013 12:00:00 AM,PLUMBING,10451
09/13/2013 12:00:00 AM,PAINT - PLASTER,10451
09/12/2013 10:25:17 PM,Blocked Driveway,10467
09/12/2013 10:06:42 PM,Sidewalk Condition,10461
09/12/2013 08:44:00 PM,Sewer,10457
09/12/2013 08:35:00 PM,Sewer,11203
09/12/2013 08:11:01 PM,Damaged Tree,11203
09/12/2013 08:04:00 PM,Sewer,10467
09/12/2013 08:00:00 PM,Sewer,10461
09/12/2013 08:00:00 PM,Street Light Condition,10461
09/12/2013 07:56:19 PM,Street Sign - Damaged,10467
09/12/2013 07:52:00 PM,Sewer,10467
09/12/2013 07:37:56 PM,Maintenance or Facility,10457
09/12/2013 06:31:14 PM,Elevator,10467
09/12/2013 06:29:00 PM,Sewer,10461
09/12/2013 06:04:25 PM,Blocked Driveway,11203
09/12/2013 05:52:09 PM,Noise - Street/Sidewalk,10451
09/12/2013 05:51:00 PM,Water System,10461
09/12/2013 04:50:12 PM,Sidewalk Condition,10467
09/12/2013 04:49:52 PM,Illegal Parking,10461
09/12/2013 04:48:00 PM,Dirty Conditions,10461
09/12/2013 04:29:32 PM,Elevator,11203
09/12/2013 04:20:43 PM,Traffic,10457
09/12/2013 04:19:33 PM,Sidewalk Condition,10457
09/12/2013 04:08:40 PM,Consumer Complaint,10467
09/12/2013 04:08:33 PM,SCRIE,10457
09/12/2013 04:03:54 PM,Blocked Driveway,11203
09/12/2013 03:51:08 PM,Blocked Driveway,11203
09/12/2013 03:25:50 PM,Damaged Tree,10461
09/12/2013 03:24:45 PM,Blocked Driveway,10457
09/12/2013 03:17:40 PM,Broken Muni Meter,10461
09/12/2013 03:17:00 PM,Water System,11203
09/12/2013 02:59:16 PM,Noise - Vehicle,10461
09/12/2013 02:55:00 PM,Sewer,10461
09/12/2013 02:50:00 PM,Water System,10467
09/12/2013 02:47:18 PM,Broken Muni Meter,10461
09/12/2013 02:22:00 PM,Traffic Signal Condition,11203
09/12/2013 02:06:00 PM,Water System,11203
09/12/2013 02:03:00 PM,Dirty Conditions,11203
09/12/2013 01:53:27 PM,Dead Tree,10461
09/12/2013 01:52:59 PM,Fire Safety Director - F58,10457
09/12/2013 01:49:43 PM,Consumer Complaint,11203
09/12/2013 01:48:00 PM,Vacant Lot,10451
09/12/2013 01:46:12 PM,Curb Condition,10461
09/12/2013 01:41:35 PM,Overgrown Tree/Branches,10461
09/12/2013 01:29:29 PM,School Maintenance,11203
09/12/2013 01:26:00 PM,Street Condition,11203
09/12/2013 01:23:57 PM,SCRIE,11203
09/12/2013 01:14:00 PM,Water System,10457
09/12/2013 12:53:00 PM,Sanitation Condition,11203
09/12/2013 12:52:31 PM,Maintenance or Facility,10457
09/12/2013 12:42:00 PM,Air Quality,10467
09/12/2013 12:30:00 PM,Water System,10457
09/12/2013 12:01:00 PM,Overflowing Litter Baskets,10461
09/12/2013 11:58:06 AM,Root/Sewer/Sidewalk Condition,10461
09/12/2013 11:46:00 AM,Street Light Condition,10461
09/12/2013 11:46:00 AM,Street Light Condition,10461
09/12/2013 11:45:00 AM,Street Light Condition,10461
09/12/2013 11:43:07 AM,Food Establishment,11203
09/12/2013 11:34:12 AM,Blocked Driveway,10457
09/12/2013 11:27:52 AM,Root/Sewer/Sidewalk Condition,10461
09/12/2013 11:21:32 AM,Elevator,10461
09/12/2013 11:04:41 AM,Blocked Driveway,10451
09/12/2013 10:59:58 AM,City Vehicle Placard Complaint,10451
09/12/2013 10:37:04 AM,Elevator,10461
09/12/2013 10:30:48 AM,Street Sign - Damaged,10457
09/12/2013 10:14:46 AM,Elevator,10457
09/12/2013 10:12:00 AM,Street Light Condition,10467
09/12/2013 10:09:29 AM,Elevator,10461
09/12/2013 10:08:00 AM,Street Light Condition,10457
09/12/2013 10:07:39 AM,Illegal Parking,11203
09/12/2013 09:28:57 AM,Elevator,10457
09/12/2013 09:26:00 AM,Street Light Condition,10461
09/12/2013 09:25:05 AM,Maintenance or Facility,10451
09/12/2013 09:25:00 AM,Street Light Condition,10461
09/12/2013 09:24:00 AM,Street Light Condition,10461
09/12/2013 09:01:40 AM,Blocked Driveway,10451
09/12/2013 08:37:50 AM,Derelict Vehicle,10457
09/12/2013 08:15:02 AM,Illegal Parking,10467
09/12/2013 08:14:00 AM,Other Enforcement,10451
09/12/2013 08:03:14 AM,Elevator,10467
09/12/2013 07:47:47 AM,Building/Use,10451
09/12/2013 07:35:00 AM,Traffic Signal Condition,10467
09/12/2013 07:15:48 AM,Street Condition,10467
09/12/2013 06:27:00 AM,Derelict Vehicles,10461
09/12/2013 05:58:00 AM,Street Light Condition,10467
09/12/2013 03:45:00 AM,Traffic Signal Condition,10457
09/12/2013 03:12:00 AM,Sanitation Condition,10451
09/12/2013 12:50:24 AM,Noise - Street/Sidewalk,10451
09/12/2013 12:21:08 AM,Noise - Street/Sidewalk,10467
09/12/2013 12:00:00 AM,PLUMBING,10461
09/12/2013 12:00:00 AM,HEATING,11203
09/12/2013 12:00:00 AM,PAINT - PLASTER,10467
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10461
09/12/2013 12:00:00 AM,ELECTRIC,10467
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10451
09/12/2013 12:00:00 AM,NONCONST,10451
09/12/2013 12:00:00 AM,PAINT - PLASTER,10467
09/12/2013 12:00:00 AM,PAINT - PLASTER,10457
09/12/2013 12:00:00 AM,NONCONST,10467
09/12/2013 12:00:00 AM,PLUMBING,10451
09/12/2013 12:00:00 AM,Rodent,11203
09/12/2013 12:00:00 AM,PLUMBING,10461
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/12/2013 12:00:00 AM,NONCONST,10467
09/12/2013 12:00:00 AM,NONCONST,10451
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/12/2013 12:00:00 AM,PAINT - PLASTER,10457
09/12/2013 12:00:00 AM,PAINT - PLASTER,10467
09/12/2013 12:00:00 AM,ELECTRIC,10467
09/12/2013 12:00:00 AM,PLUMBING,10457
09/12/2013 12:00:00 AM,PLUMBING,10457
09/12/2013 12:00:00 AM,PAINT - PLASTER,10467
09/12/2013 12:00:00 AM,PAINT - PLASTER,10457
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/12/2013 12:00:00 AM,ELECTRIC,10451
09/12/2013 12:00:00 AM,PAINT - PLASTER,10451
09/12/2013 12:00:00 AM,ELECTRIC,10451
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10451
09/12/2013 12:00:00 AM,ELECTRIC,10451
09/12/2013 12:00:00 AM,NONCONST,10467
09/12/2013 12:00:00 AM,APPLIANCE,11203
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/12/2013 12:00:00 AM,NONCONST,10451
09/12/2013 12:00:00 AM,PAINT - PLASTER,10457
09/12/2013 12:00:00 AM,Unsanitary Pigeon Condition,11203
09/12/2013 12:00:00 AM,HEATING,11203
09/12/2013 12:00:00 AM,Rodent,10457
09/12/2013 12:00:00 AM,PLUMBING,10467
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/12/2013 12:00:00 AM,PLUMBING,10451
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,11203
09/12/2013 12:00:00 AM,PLUMBING,11203
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10461
09/12/2013 12:00:00 AM,NONCONST,11203
09/12/2013 12:00:00 AM,NONCONST,10457
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/12/2013 12:00:00 AM,NONCONST,11203
09/12/2013 12:00:00 AM,PAINT - PLASTER,10467
09/12/2013 12:00:00 AM,HEATING,11203
09/12/2013 12:00:00 AM,HEATING,11203
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10467
09/12/2013 12:00:00 AM,PAINT - PLASTER,10457
09/12/2013 12:00:00 AM,PLUMBING,10457
09/12/2013 12:00:00 AM,NONCONST,10467
09/12/2013 12:00:00 AM,NONCONST,10451
09/12/2013 12:00:00 AM,PAINT - PLASTER,10457
09/12/2013 12:00:00 AM,NONCONST,10457
09/12/2013 12:00:00 AM,PAINT - PLASTER,10457
09/12/2013 12:00:00 AM,ELECTRIC,10451
09/12/2013 12:00:00 AM,PLUMBING,10457
09/12/2013 12:00:00 AM,PAINT - PLASTER,10457
09/12/2013 12:00:00 AM,GENERAL CONSTRUCTION,10457
09/12/2013 12:00:00 AM,PAINT - PLASTER,10467
09/12/2013 12:00:00 AM,Rodent,10457
09/12/2013 12:00:00 AM,Rodent,10457
09/12/2013 12:00:00 AM,PAINT - PLASTER,10457
09/12/2013 12:00:00 AM,ELECTRIC,10467
09/12/2013 12:00:00 AM,PLUMBING,10457
09/12/2013 12:00:00 AM,PAINT - PLASTER,10467
09/12/2013 12:00:00 AM,NONCONST,11203
